size,seed,greedy_obj,exact_cold_time_s,exact_warm_time_s,exact_cold_obj,exact_warm_obj,exact_cold_status,exact_warm_status,speedup_ratio,warm_start_gap_pct
10,42,11.12423760216909,0.37530039995908737,0.26146090001566336,8.15925669799232,8.15925669799232,Optimal,Optimal,1.4353977972867233,36.33886043696039
10,43,10.173554978630854,0.41722060000756755,0.4109699000255205,7.263287855602588,7.263287855602588,Optimal,Optimal,1.0152096296630457,40.06817822569721
10,44,9.146138453578954,0.529359900043346,0.5224667000002228,7.46064792187667,7.46064792187667,Optimal,Optimal,1.0131935682085007,22.591744703029924
15,42,13.986901319050384,0.33126290002837777,0.34507250000024214,8.613557524940141,8.613557524940141,Optimal,Optimal,0.9599805838719264,62.382398661087294
15,43,20.706628849721373,0.6704044000362046,1.727665700018406,15.41427870858664,15.41427870858664,Optimal,Optimal,0.3880405798581649,34.334075834418314
15,44,15.780019308398696,0.24137910001445562,0.2827873999485746,11.29739234163877,11.29739234163877,Optimal,Optimal,0.8535709160250805,39.67842163220552
20,42,19.32339808303813,1.181430199998431,2.503580900025554,12.83348137343927,12.83348137343927,Optimal,Optimal,0.4718961548182334,50.57019619813118
20,43,23.525519298771144,0.9921338999993168,0.9617442999733612,17.776698777400505,17.776698777400505,Optimal,Optimal,1.031598419690969,32.33907821332445
20,44,22.548909175034698,2.605232000001706,2.894401300000027,14.826917701303664,14.826917701303664,Optimal,Optimal,0.9000935703012855,52.08089522916873
