size,seed,greedy_obj,exact_cold_time_s,exact_warm_time_s,exact_cold_obj,exact_warm_obj,exact_cold_status,exact_warm_status,speedup_ratio,warm_start_gap_pct
5,42,7.377130638413736,0.3812968999845907,0.35652090003713965,6.16304758309534,6.16304758309534,Optimal,Optimal,1.0694938219466799,19.699394478934614
10,42,11.12423760216909,0.6094701000256464,0.3562145000323653,8.15925669799232,8.15925669799232,Optimal,Optimal,1.7109637591121936,36.33886043696039
